Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
03072004;11;13;974;-200;88;930;104;872;97;1536;712;339;213;11067
03072004;12;15;977;-200;99;973;99;865;94;1550;712;363;160;09465
03072004;13;13;912;-200;74;873;89;946;86;1436;614;366;152;09177
03072004;14;08;896;-200;61;817;57;992;70;1426;554;374;158;09998
03072004;15;08;896;-200;62;822;64;1002;70;1391;722;379;150;09721
03072004;16;11;956;-200;71;862;65;930;82;1479;636;380;168;10933
03072004;17;12;970;-200;80;900;79;909;93;1524;664;369;175;10789
03072004;18;12;929;-200;73;869;80;942;89;1454;624;353;170;09561
03072004;19;14;947;-200;87;926;81;905;90;1484;659;319;204;09462
03072004;20;11;1003;-200;75;880;59;864;67;1537;695;291;296;11792
03072004;21;15;1045;-200;90;940;90;822;94;1658;920;274;334;12022
03072004;22;2;1125;-200;116;1035;122;728;109;1726;1150;267;358;12318
03072004;23;19;1138;-200;102;985;120;742;103;1710;1141;252;427;13473
04072004;00;22;1217;-200;123;1060;126;660;101;1840;1227;240;519;15252
04072004;01;11;983;-200;64;831;68;847;71;1585;887;245;444;13476
04072004;02;11;1007;-200;72;864;65;816;71;1639;987;226;510;13805
04072004;03;08;957;-200;61;816;-200;846;-200;1613;903;222;527;13891
04072004;04;06;914;-200;43;725;38;949;49;1550;780;212;568;14094
04072004;05;06;886;-200;38;702;31;971;43;1528;767;203;596;13994
04072004;06;06;899;-200;40;708;40;972;44;1559;780;213;567;14178
04072004;07;06;942;-200;42;723;36;968;42;1573;698;230;546;15177
04072004;08;11;1022;-200;61;817;64;835;69;1669;821;237;543;15731
04072004;09;1;1009;-200;60;810;56;859;65;1634;772;254;493;15732
04072004;10;1;1025;-200;59;809;56;877;68;1606;690;296;377;15440
04072004;11;1;977;-200;54;783;43;939;58;1543;586;339;262;13664
04072004;12;08;936;-200;49;757;40;1007;52;1459;523;358;224;12933
04072004;13;07;884;-200;39;703;34;1076;46;1394;488;379;188;12220
04072004;14;04;809;-200;32;664;28;1185;40;1270;427;385;148;09942
04072004;15;05;852;-200;41;718;32;1109;47;1307;468;393;145;10149
04072004;16;06;872;-200;40;708;39;1106;56;1331;489;389;156;10613
04072004;17;07;839;-200;48;752;52;1102;64;1298;515;379;127;08211
04072004;18;09;854;-200;55;788;60;1064;71;1310;562;358;134;07749
04072004;19;16;971;-200;91;942;104;900;103;1541;776;323;197;09345
04072004;20;16;985;-200;91;944;102;866;97;1541;833;301;235;09869
04072004;21;17;1027;-200;101;981;120;817;108;1631;1023;282;287;10806
04072004;22;13;1012;-200;74;876;89;853;87;1580;967;260;357;11842
04072004;23;19;1086;-200;99;973;121;766;104;1656;1089;253;392;12452
05072004;00;15;1025;-200;90;939;107;790;93;1635;1103;247;387;11845
05072004;01;06;848;-200;37;692;41;1034;55;1412;734;255;357;11499
05072004;02;04;839;-200;30;652;34;1075;49;1405;671;225;432;11589
05072004;03;03;814;-200;25;618;-200;1097;-200;1400;696;216;461;11761
05072004;04;-200;816;-200;26;624;41;1073;56;1422;729;197;514;11688
05072004;05;04;799;-200;24;613;38;1120;43;1387;641;216;457;11665
05072004;06;07;879;-200;56;792;59;906;57;1521;825;211;473;11654
05072004;07;2;1104;-200;143;1125;165;697;80;1815;1179;216;441;11269
05072004;08;39;1344;-200;277;1496;287;519;134;2311;1651;237;379;10988
05072004;09;36;1226;-200;191;1272;317;632;157;1901;1474;260;301;09953
05072004;10;32;1157;-200;159;1176;330;691;175;1779;1370;306;232;10010
05072004;11;22;1059;-200;123;1060;204;798;147;1638;1141;341;191;10048
05072004;12;22;1076;-200;122;1057;189;778;140;1633;1076;362;180;10636
05072004;13;21;1066;-200;117;1041;165;783;137;1641;1036;374;173;10914
05072004;14;18;1049;-200;104;994;139;813;123;1580;881;395;156;11020
05072004;15;2;1097;-200;127;1074;156;776;138;1671;960;404;149;11033
05072004;16;18;1087;-200;111;1018;130;791;132;1624;883;401;161;11699
05072004;17;3;1269;-200;190;1269;173;633;174;1942;1221;393;189;13251
05072004;18;43;1328;-200;241;1405;302;584;203;2072;1518;373;199;12437
05072004;19;35;1200;-200;191;1270;239;654;176;1906;1264;336;229;11747
05072004;20;25;1098;-200;136;1105;139;732;125;1768;1061;307;289;12501
05072004;21;18;1058;-200;107;1004;92;776;98;1684;947;288;328;12776
05072004;22;19;1081;-200;113;1025;104;738;103;1757;1059;273;368;13207
05072004;23;19;1062;-200;96;962;108;776;104;1674;1030;262;397;13249
06072004;00;19;1078;-200;98;971;107;752;105;1694;1065;254;430;13700
06072004;01;09;917;-200;49;761;55;931;75;1497;893;258;410;13461
06072004;02;07;881;-200;41;718;43;965;60;1510;837;233;484;13677
06072004;03;06;865;-200;33;671;-200;1012;-200;1477;807;235;478;13607
06072004;04;04;829;-200;22;602;23;1123;36;1410;596;235;467;13361
06072004;05;07;913;-200;46;743;65;931;66;1540;884;218;523;13539
06072004;06;16;1077;-200;102;985;165;742;97;1780;1170;218;525;13529
06072004;07;38;1337;-200;233;1386;274;565;115;2196;1596;229;491;13546
06072004;08;51;1467;-200;310;1575;369;472;145;2460;1873;249;433;13422
06072004;09;34;1257;-200;176;1227;308;611;162;1954;1608;267;394;13556
06072004;10;26;1227;-200;143;1125;227;675;147;1835;1470;305;329;14135
06072004;11;22;1188;-200;137;1108;178;693;132;1818;1275;342;272;14404
06072004;12;34;1301;-200;193;1276;267;631;179;1953;1407;382;209;13701
06072004;13;34;1201;-200;193;1278;278;657;174;1892;1302;396;169;12028
06072004;14;18;1058;-200;113;1026;165;794;132;1622;931;399;158;11410
06072004;15;2;1037;-200;127;1075;172;789;151;1604;917;402;139;10200
06072004;16;24;1055;-200;153;1157;216;762;168;1674;985;396;132;09332
06072004;17;38;1179;-200;225;1364;306;661;192;1845;1265;395;126;08894
06072004;18;44;1298;-200;250;1430;317;632;194;1946;2475;379;139;09015
06072004;19;39;1213;-200;211;1327;251;654;155;1864;2021;342;179;09444
06072004;20;4;1233;-200;238;1398;230;613;159;1975;1834;326;206;09939
06072004;21;25;1086;-200;149;1145;154;737;125;1717;1426;304;232;09889
06072004;22;21;1056;-200;128;1078;137;765;108;1668;1272;288;251;09793
06072004;23;24;1138;-200;143;1128;133;681;110;1737;1490;278;299;11018
07072004;00;21;1112;-200;143;1128;117;675;99;1771;1440;269;326;11381
07072004;01;16;992;-200;92;948;106;773;95;1609;1271;263;337;11377
07072004;02;08;895;-200;51;767;55;931;69;1463;985;257;339;11065
07072004;03;05;843;-200;30;655;-200;1046;-200;1377;826;248;360;11109
07072004;04;04;828;-200;26;626;27;1073;45;1362;754;255;346;11096
07072004;05;05;894;-200;40;709;46;997;53;1432;853;240;378;11077
07072004;06;13;1072;-200;99;976;144;740;88;1673;1340;239;393;11522
07072004;07;41;1425;-200;273;1486;392;512;136;2305;1869;248;384;11808
07072004;08;41;1428;-200;279;1500;358;496;141;2275;2021;269;344;12036
07072004;09;4;1359;-200;245;1415;381;572;189;2081;1902;296;287;11706
07072004;10;22;1182;-200;142;1122;261;730;166;1707;1527;346;211;11398
07072004;11;2;1117;-200;119;1045;207;761;154;1623;1260;383;170;11216
07072004;12;2;1119;-200;131;1088;155;741;149;1640;1124;404;145;10736
07072004;13;22;1068;-200;151;1152;193;739;142;1683;1309;426;96;08012
07072004;14;22;1090;-200;141;1120;195;743;130;1629;1283;425;102;08478
07072004;15;18;1056;-200;113;1024;159;792;121;1555;1068;410;116;08872
07072004;16;18;1098;-200;108;1007;120;799;116;1546;937;413;130;10154
07072004;17;33;1318;-200;215;1339;228;635;177;1925;1416;392;145;10106
07072004;18;43;1348;-200;218;1347;348;599;233;1903;1611;369;179;10960
07072004;19;53;1502;-200;298;1546;337;538;223;2199;1919;356;204;11646
07072004;20;43;1373;-200;225;1364;282;597;184;2005;1745;337;226;11658
07072004;21;36;1397;-200;218;1346;228;580;165;2017;1837;315;278;12671
07072004;22;24;1286;-200;171;1214;168;620;132;1880;1759;311;293;13055
07072004;23;21;1222;-200;154;1161;173;661;122;1827;1593;302;309;13026
08072004;00;12;1069;-200;102;983;87;749;88;1627;1357;298;302;12502
08072004;01;09;1011;-200;72;864;65;809;79;1532;1231;284;325;12361
08072004;02;06;962;-200;58;803;43;853;60;1507;1066;275;340;12310
08072004;03;05;919;-200;42;723;-200;910;-200;1443;992;268;353;12243
08072004;04;-200;969;-200;51;769;43;866;60;1485;1063;245;404;12251
08072004;05;06;986;-200;54;784;66;839;74;1503;1204;256;388;12545
08072004;06;06;990;-200;62;821;57;848;62;1511;1079;275;346;12518
08072004;07;22;1296;-200;169;1208;231;603;115;1914;1593;259;374;12289
08072004;08;32;1371;-200;232;1384;219;545;119;2082;1745;285;325;12441
08072004;09;3;1385;-200;180;1240;288;596;155;1919;1847;295;327;13229
08072004;10;27;1381;-200;176;1227;312;595;162;1903;1845;298;331;13693
08072004;11;32;1396;-200;203;1306;361;587;189;1934;1886;334;268;13586
08072004;12;14;1070;-200;106;1000;147;801;115;1538;1039;403;158;11604
08072004;13;13;1076;-200;99;972;111;819;109;1525;923;418;150;11989
08072004;14;14;1126;-200;107;1004;98;788;108;1609;926;411;157;12071
08072004;15;21;1225;-200;165;1196;156;673;145;1775;1277;419;148;11944
08072004;16;24;1202;-200;169;1206;213;671;167;1807;1301;409;146;11140
08072004;17;31;1308;-200;205;1310;250;628;200;1891;1385;391;169;11705
08072004;18;35;1440;-200;194;1281;253;580;178;2021;1474;364;273;16308
08072004;19;51;1611;-200;300;1552;317;487;206;2371;1948;349;293;16110
08072004;20;45;1387;-200;246;1419;309;559;192;2113;1677;336;264;13515
08072004;21;29;1268;-200;169;1206;201;648;137;1900;1434;322;276;13044
08072004;22;26;1237;-200;158;1175;173;660;128;1834;1424;305;297;12742
08072004;23;27;1302;-200;166;1198;156;628;121;1934;1504;294;356;14383
09072004;00;32;1347;-200;195;1282;190;575;136;1996;1661;291;348;13800
09072004;01;23;1355;-200;166;1198;129;564;109;1905;1714;277;419;15370
09072004;02;1;1023;-200;62;822;65;823;74;1585;1050;279;416;15425
09072004;03;05;903;-200;27;631;-200;1070;-200;1458;550;278;437;16039
09072004;04;04;876;-200;23;605;29;1144;40;1432;456;274;422;15177
09072004;05;06;932;-200;39;707;58;1011;61;1509;554;266;428;14713
09072004;06;1;1020;-200;72;866;92;847;83;1636;744;269;403;14041
09072004;07;29;1264;-200;181;1241;228;609;129;1989;1280;270;373;13081
09072004;08;27;1179;-200;151;1153;172;654;-200;1877;1096;270;353;12396
09072004;09;18;1079;-200;97;966;154;785;115;1640;927;274;320;11545
09072004;10;18;1036;-200;94;955;166;829;130;1527;840;305;247;10592
09072004;11;17;1002;-200;96;964;149;828;137;1546;786;329;201;09902
09072004;12;15;995;-200;95;959;111;856;116;1544;690;339;184;09587
09072004;13;17;1008;-200;96;962;145;845;129;1545;742;344;193;10325
09072004;14;13;978;-200;96;962;105;846;117;1527;680;342;196;10399
09072004;15;15;989;-200;103;990;113;822;138;1577;705;332;204;10195
09072004;16;15;961;-200;102;985;115;845;139;1554;677;324;191;09150
09072004;17;23;1009;-200;140;1116;202;779;180;1602;877;322;171;08124
09072004;18;22;970;-200;140;1117;180;786;162;1579;844;310;171;07526
09072004;19;28;1097;-200;166;1199;190;699;158;1738;1006;283;249;09412
09072004;20;27;1065;-200;136;1105;207;723;162;1672;987;266;302;10330
09072004;21;17;1036;-200;102;986;113;776;112;1614;868;248;368;11357
09072004;22;15;1049;-200;95;958;98;794;104;1648;861;237;434;12495
09072004;23;23;1147;-200;118;1043;152;727;125;1719;1042;230;462;12815
10072004;00;23;1118;-200;130;1082;161;694;127;1792;1080;227;477;12977
10072004;01;15;1016;-200;96;963;91;776;95;1661;811;222;495;13081
10072004;02;1;940;-200;67;845;57;845;70;1539;704;216;519;13254
10072004;03;05;836;-200;29;643;-200;1114;-200;1405;522;223;504;13379
10072004;04;03;831;-200;26;626;22;1126;33;1406;484;224;497;13333
10072004;05;04;877;-200;40;711;41;1018;45;1475;580;217;520;13313
10072004;06;05;872;-200;43;725;53;976;56;1471;668;211;532;13181
10072004;07;09;958;-200;59;805;92;886;74;1551;835;220;510;13296
10072004;08;11;959;-200;68;848;91;859;84;1572;739;250;416;13010
10072004;09;14;997;-200;88;933;89;799;93;1612;763;267;364;12596
10072004;10;11;916;-200;67;843;81;891;97;1511;614;291;297;11751
10072004;11;09;895;-200;64;831;66;946;83;1473;566;312;234;10487
10072004;12;08;855;-200;60;812;53;982;71;1416;508;324;205;09806
10072004;13;08;861;-200;60;811;61;997;78;1409;509;333;192;09634
10072004;14;06;821;-200;50;766;48;1071;62;1323;457;331;168;08391
10072004;15;06;835;-200;44;731;39;1108;54;1323;438;331;183;09081
10072004;16;05;813;-200;44;732;41;1118;59;1303;427;324;180;08599
10072004;17;07;833;-200;55;786;48;1064;69;1328;453;318;187;08624
10072004;18;08;859;-200;58;803;50;1032;67;1363;479;303;214;09064
10072004;19;09;887;-200;53;778;51;978;58;1387;500;272;282;10013
10072004;20;13;970;-200;80;900;70;856;77;1559;647;261;337;11228
10072004;21;13;990;-200;72;866;89;866;94;1551;728;247;388;11929
10072004;22;14;1022;-200;80;899;100;846;97;1588;820;234;432;12290
10072004;23;19;1075;-200;104;993;139;781;110;1682;946;231;442;12317
11072004;00;23;1088;-200;116;1035;176;751;116;1713;1018;227;453;12299
11072004;01;1;925;-200;64;831;71;880;74;1513;789;216;475;12118
11072004;02;05;853;-200;41;716;37;994;51;1423;647;220;458;11965
11072004;03;1;918;-200;64;830;-200;875;-200;1548;785;204;513;12131
11072004;04;04;796;-200;27;636;30;1092;40;1387;576;206;503;12041
11072004;05;03;796;-200;26;628;29;1136;36;1385;555;206;506;12119
11072004;06;02;795;-200;23;606;25;1152;35;1369;552;213;488;12189
11072004;07;04;842;-200;31;656;40;1080;48;1427;620;204;526;12470
11072004;08;03;850;-200;31;659;32;1077;38;1402;557;235;440;12596
11072004;09;06;884;-200;40;709;43;1027;54;1442;556;257;379;12334
11072004;10;06;907;-200;46;741;44;983;57;1486;573;279;336;12433
11072004;11;06;846;-200;39;703;35;1034;54;1380;514;290;283;11116
11072004;12;05;827;-200;38;697;32;1070;46;1371;478;295;259;10489
11072004;13;04;804;-200;28;636;21;1185;36;1321;424;318;223;10366
11072004;14;02;775;-200;25;619;10;1254;19;1272;386;322;200;09488
11072004;15;04;802;-200;30;651;22;1206;34;1282;403;324;193;09220
11072004;16;06;844;-200;47;751;46;1064;63;1327;462;330;177;08758
11072004;17;09;881;-200;50;765;66;1029;86;1359;489;320;198;09273
11072004;18;07;877;-200;45;736;49;1077;65;1347;463;296;241;09831
11072004;19;12;931;-200;77;885;86;892;101;1467;585;269;271;09480
11072004;20;16;1011;-200;97;967;111;818;116;1565;748;253;309;09815
11072004;21;18;1035;-200;110;1015;143;757;124;1651;940;242;359;10684
11072004;22;24;1153;-200;118;1042;184;733;136;1700;1022;232;432;12104
11072004;23;15;1020;-200;87;929;134;805;108;1615;929;227;439;11962
12072004;00;09;954;-200;75;879;78;837;82;1550;834;216;440;11244
12072004;01;08;903;-200;57;800;50;911;68;1478;751;207;464;11198
12072004;02;02;779;-200;20;581;13;1204;22;1323;505;212;462;11482
12072004;03;01;761;-200;14;540;-200;1269;-200;1303;486;227;423;11491
12072004;04;-200;780;-200;18;568;24;1200;34;1331;501;199;513;11803
12072004;05;05;835;-200;33;672;43;1053;43;1423;628;200;518;11967
12072004;06;14;1004;-200;94;955;146;758;84;1671;1043;185;574;12076
12072004;07;33;1272;-200;211;1328;333;567;108;2085;1463;196;543;12278
12072004;08;36;1173;-200;172;1217;298;625;112;1945;1358;213;497;12452
12072004;09;17;986;-200;85;922;178;820;104;1586;971;217;463;11867
12072004;10;15;942;-200;68;849;177;907;107;1496;894;234;394;11172
12072004;11;16;957;-200;74;875;172;891;102;1525;871;257;330;10763
12072004;12;21;1024;-200;121;1052;183;779;104;1690;952;285;273;10479
12072004;13;21;962;-200;96;963;164;835;96;1592;843;270;279;09812
12072004;14;16;958;-200;74;873;122;868;80;1550;750;242;369;10966
12072004;15;13;933;-200;64;831;105;888;72;1514;710;260;349;11509
12072004;16;16;942;-200;83;912;144;842;106;1551;814;248;331;10222
12072004;17;31;1073;-200;140;1117;220;693;119;1762;1052;240;363;10708
12072004;18;33;1086;-200;153;1159;207;686;119;1782;1060;236;355;10187
12072004;19;34;1091;-200;154;1161;210;682;128;1797;1153;236;357;10282
12072004;20;28;980;-200;109;1009;175;786;112;1625;986;233;345;09768
12072004;21;15;904;-200;75;877;117;890;95;1488;781;225;368;09880
12072004;22;13;865;-200;52;773;93;991;85;1414;653;213;387;09686
12072004;23;16;898;-200;71;863;118;911;101;1493;777;209;394;09596
13072004;00;15;945;-200;76;883;132;837;94;1563;1015;198;477;10930
13072004;01;1;854;-200;50;764;88;932;76;1476;922;193;514;11387
13072004;02;05;751;-200;20;587;43;1165;50;1353;678;184;534;11170
13072004;03;04;723;-200;15;544;-200;1274;-200;1315;584;188;511;11000
13072004;04;06;754;-200;25;620;44;1102;51;1372;725;163;598;11042
13072004;05;07;758;-200;33;670;50;1070;42;1365;688;166;568;10629
13072004;06;13;873;-200;73;871;101;871;62;1528;887;162;574;10515
13072004;07;4;1176;-200;238;1398;339;567;111;2120;1494;173;543;10631
13072004;08;5;1257;-200;276;1495;379;524;129;2245;1647;192;488;10751
13072004;09;36;1137;-200;167;1200;321;648;135;1821;1489;217;424;10859
13072004;10;28;1064;-200;143;1126;272;711;139;1656;1361;264;299;10138
13072004;11;26;1026;-200;133;1094;278;769;134;1629;1224;313;191;08634
13072004;12;27;986;-200;145;1133;253;773;141;1619;1174;337;154;07913
13072004;13;23;908;-200;115;1031;187;857;112;1469;901;345;133;07158
13072004;14;2;888;-200;108;1007;149;870;105;1448;794;338;139;07172
13072004;15;13;843;-200;64;830;89;995;72;1339;577;301;194;08157
13072004;16;17;905;-200;88;931;124;876;90;1460;776;283;213;08054
13072004;17;28;1023;-200;143;1127;206;760;126;1635;982;319;183;08523
13072004;18;38;1125;-200;194;1279;241;662;154;1840;1256;320;201;09364
13072004;19;49;1211;-200;271;1483;303;586;173;2092;1483;289;241;09495
13072004;20;43;1140;-200;197;1289;294;634;162;1884;1390;273;271;09670
13072004;21;26;1029;-200;136;1105;203;737;128;1666;1195;260;285;09484
13072004;22;24;981;-200;121;1054;176;768;120;1592;1135;252;286;09008
13072004;23;19;971;-200;110;1014;155;788;111;1585;1115;243;311;09316
14072004;00;14;927;-200;88;930;108;840;89;1522;1026;236;338;09685
14072004;01;11;868;-200;67;846;72;925;69;1448;836;230;338;09406
14072004;02;09;863;-200;63;824;65;905;70;1469;925;222;384;10126
14072004;03;07;820;-200;41;716;-200;994;-200;1380;933;204;426;10083
14072004;04;05;777;-200;29;645;39;1076;59;1334;781;205;423;10091
14072004;05;08;855;-200;50;762;79;942;73;1444;959;188;490;10505
14072004;06;13;960;-200;99;973;140;769;89;1616;1155;188;494;10624
14072004;07;47;1310;-200;275;1492;427;527;142;2194;1686;199;465;10710
14072004;08;46;1339;-200;304;1561;366;498;145;2357;1791;221;417;10980
14072004;09;37;1211;-200;198;1290;311;606;156;1913;1643;240;364;10706
14072004;10;28;1068;-200;157;1171;275;711;148;1717;1360;302;228;09616
14072004;11;18;932;-200;113;1026;195;851;122;1523;944;334;171;08627
14072004;12;19;949;-200;126;1069;144;819;106;1547;905;351;150;08381
14072004;13;2;944;-200;119;1045;162;829;106;1525;884;341;160;08408
14072004;14;2;966;-200;144;1131;200;800;127;1612;968;357;136;07836
14072004;15;21;940;-200;124;1063;176;848;113;1539;929;353;138;07767
14072004;16;21;934;-200;117;1041;203;865;136;1496;936;323;167;07946
14072004;17;32;1052;-200;184;1252;237;739;153;1729;1107;360;133;07773
14072004;18;4;1109;-200;229;1374;263;676;172;1795;1225;358;137;07868
14072004;19;46;1169;-200;250;1430;300;636;190;1901;1372;323;184;08753
14072004;20;3;1093;-200;155;1163;189;717;160;1705;1139;297;250;10246
14072004;21;29;1084;-200;167;1200;185;686;159;1753;1505;278;266;09748
14072004;22;19;970;-200;112;1023;134;787;123;1552;1074;263;273;09238
14072004;23;14;951;-200;90;939;96;849;101;1488;868;253;300;09508
15072004;00;21;1038;-200;121;1053;122;744;116;1631;1095;240;349;10271
15072004;01;12;950;-200;89;937;64;802;80;1566;989;234;386;10968
15072004;02;06;831;-200;37;695;30;1033;51;1355;658;235;383;10972
15072004;03;04;813;-200;31;656;-200;1070;-200;1332;603;220;426;11146
15072004;04;-200;797;-200;25;621;23;1105;37;1303;562;216;440;11225
15072004;05;04;824;-200;31;660;36;1033;46;1342;618;214;456;11493
15072004;06;07;879;-200;57;796;58;912;64;1454;747;211;471;11641
15072004;07;23;1132;-200;156;1166;168;652;108;1827;1229;213;484;12119
15072004;08;4;1291;-200;252;1434;306;526;151;2239;1494;229;479;13208
15072004;09;28;1193;-200;154;1160;231;630;153;1927;1281;244;455;13721
15072004;10;16;1057;-200;84;914;157;796;116;1665;954;276;380;13818
15072004;11;16;1027;-200;80;899;132;822;116;1563;810;311;296;13180
15072004;12;2;1084;-200;121;1052;136;736;130;1677;882;334;247;12516
15072004;13;2;1032;-200;126;1071;127;742;131;1619;840;357;189;10865
15072004;14;17;977;-200;106;998;125;810;131;1554;743;362;181;10724
15072004;15;2;1039;-200;126;1069;138;773;135;1646;880;371;177;10940
15072004;16;22;1056;-200;143;1127;163;734;152;1694;928;365;181;10887
15072004;17;32;1164;-200;203;1306;259;648;198;1886;1218;355;191;10888
15072004;18;36;1124;-200;205;1309;236;655;183;1845;1170;337;200;10275
15072004;19;38;1152;-200;221;1355;245;628;175;1879;1620;305;227;09763
15072004;20;48;1223;-200;238;1399;344;592;193;1940;1508;287;262;10144
15072004;21;28;1058;-200;147;1139;188;696;140;1699;1318;267;289;09981
15072004;22;26;1049;-200;151;1152;149;693;128;1730;1189;257;316;10285
15072004;23;19;1010;-200;108;1006;102;779;100;1589;1000;245;357;10807
16072004;00;17;981;-200;102;985;99;779;97;1572;1020;243;363;10852
16072004;01;1;886;-200;65;834;48;904;67;1440;767;238;369;10748
16072004;02;07;821;-200;39;706;36;1021;58;1360;674;237;373;10760
16072004;03;05;784;-200;28;641;-200;1114;-200;1319;588;222;406;10729
16072004;04;04;771;-200;21;593;30;1155;45;1291;545;216;422;10762
16072004;05;06;819;-200;34;677;56;1048;62;1379;685;203;468;11000
16072004;06;07;836;-200;47;747;51;961;59;1384;702;207;459;11088
16072004;07;24;1114;-200;158;1174;172;667;102;1819;1188;205;477;11419
16072004;08;44;1319;-200;266;1470;316;520;154;2276;1589;224;466;12470
16072004;09;31;1211;-200;148;1143;269;632;157;1860;1331;242;485;14452
16072004;10;2;1051;-200;93;950;196;802;138;1593;1040;288;330;12825
16072004;11;21;1108;-200;120;1049;206;749;142;1701;1137;328;252;12325
16072004;12;21;1014;-200;109;1012;156;795;125;1548;851;344;199;10647
16072004;13;21;1003;-200;119;1047;120;769;120;1578;782;365;167;10045
16072004;14;22;1021;-200;132;1092;161;764;150;1606;908;375;143;09099
16072004;15;16;986;-200;89;937;114;833;120;1473;806;380;155;10119
16072004;16;24;1098;-200;130;1084;191;754;173;1648;985;381;165;10828
16072004;17;33;1157;-200;182;1245;236;665;187;1782;1211;373;173;10840
16072004;18;4;1190;-200;237;1395;287;606;206;1914;1411;359;177;10316
16072004;19;41;1183;-200;216;1341;266;628;187;1881;1395;324;215;10303
16072004;20;42;1231;-200;216;1341;274;626;170;1937;1578;303;256;10879
16072004;21;29;1102;-200;165;1195;196;690;149;1762;1325;285;278;10665
16072004;22;23;1041;-200;123;1060;144;748;124;1629;1185;269;305;10671
16072004;23;22;1090;-200;136;1103;142;695;119;1686;1235;257;335;10918
17072004;00;21;1074;-200;128;1078;124;685;108;1673;1317;247;369;11302
17072004;01;16;977;-200;94;956;93;765;93;1581;1114;236;392;11306
17072004;02;12;949;-200;83;910;71;816;77;1552;1015;222;430;11363
17072004;03;12;912;-200;67;842;-200;863;-200;1489;1015;212;458;11353
17072004;04;09;863;-200;46;746;56;919;76;1415;961;213;459;11471
17072004;05;06;834;-200;36;689;46;988;58;1367;796;216;450;11510
17072004;06;07;865;-200;50;764;51;917;63;1430;826;213;465;11608
17072004;07;13;974;-200;82;908;83;793;75;1546;1057;211;469;11585
17072004;08;2;1079;-200;107;1004;175;713;111;1628;1302;228;430;11731
17072004;09;19;1084;-200;103;990;148;734;116;1633;1284;250;383;11980
17072004;10;22;1107;-200;129;1080;167;714;138;1675;1348;309;269;11835
17072004;11;19;1040;-200;110;1015;120;775;117;1543;1025;351;192;10664
17072004;12;15;1019;-200;83;913;78;840;94;1428;759;369;172;10576
17072004;13;14;1003;-200;82;907;76;862;91;1427;680;393;139;09715
17072004;14;1;925;-200;52;772;45;1001;60;1308;516;403;126;09302
17072004;15;1;910;-200;46;743;54;1039;66;1282;500;397;135;09650
17072004;16;14;1012;-200;72;868;70;884;87;1435;700;411;131;10124
17072004;17;16;1100;-200;94;954;87;809;106;1512;1360;401;149;10828
17072004;18;16;1046;-200;80;901;69;849;94;1464;722;374;170;10757
17072004;19;21;1083;-200;107;1003;95;787;112;1524;842;340;192;10073
17072004;20;2;1050;-200;96;962;107;810;120;1496;879;317;216;09959
17072004;21;19;1050;-200;87;927;88;830;106;1475;836;297;242;09926
17072004;22;23;1142;-200;116;1035;100;746;112;1611;1062;279;276;10252
17072004;23;24;1165;-200;118;1043;125;717;120;1644;1188;268;299;10402
18072004;00;22;1136;-200;105;995;132;727;114;1591;1236;258;330;10826
18072004;01;12;986;-200;55;790;57;869;70;1422;853;263;331;11199
18072004;02;11;971;-200;55;790;46;871;64;1447;875;243;381;11398
18072004;03;08;908;-200;38;701;-200;971;-200;1381;704;247;364;11158
18072004;04;-200;882;-200;29;648;34;1023;55;1338;666;233;395;11176
18072004;05;06;900;-200;34;674;33;974;50;1355;679;211;456;11246
18072004;06;07;935;-200;41;716;50;915;62;1415;877;202;485;11319
18072004;07;04;939;-200;41;718;39;927;53;1395;826;213;455;11405
18072004;08;06;982;-200;47;750;84;893;85;1417;881;226;310;08372
18072004;09;09;1088;-200;71;862;93;786;102;1519;1110;257;348;11292
18072004;10;09;1065;-200;74;872;82;831;97;1481;927;316;238;10842
18072004;11;08;1016;-200;73;868;73;889;91;1407;665;363;163;09727
18072004;12;04;930;-200;42;723;43;1035;62;1263;474;379;150;09728
18072004;13;03;928;-200;41;716;39;1060;57;1252;459;394;137;09639
18072004;14;01;889;-200;38;698;27;1132;40;1234;437;402;123;08983
18072004;15;05;966;-200;58;802;46;968;60;1383;607;413;119;09252
18072004;16;04;973;-200;56;792;53;977;70;1356;620;414;118;09282
18072004;17;03;950;-200;48;754;38;1003;53;1325;551;401;136;09953
18072004;18;04;982;-200;53;780;39;974;54;1374;532;376;164;10458
18072004;19;06;990;-200;61;814;49;929;58;1399;578;339;203;10522
18072004;20;08;1017;-200;74;873;68;874;73;1464;721;316;229;10469
18072004;21;12;1067;-200;90;938;102;825;99;1520;912;297;248;10160
18072004;22;16;1147;-200;117;1040;123;745;102;1635;1155;290;270;10630
18072004;23;12;1132;-200;110;1014;106;728;101;1628;1279;279;304;11249
19072004;00;05;976;-200;60;814;66;855;77;1448;1018;280;306;11396
19072004;01;03;920;-200;43;730;43;944;55;1393;842;268;323;11235
19072004;02;01;879;-200;28;642;33;1031;51;1343;740;266;330;11338
19072004;03;-200;854;-200;23;604;-200;1090;-200;1317;625;237;386;11159
19072004;04;01;880;-200;29;649;33;1022;50;1374;739;222;428;11317
19072004;05;03;925;-200;41;717;75;936;75;1455;970;212;463;11501
